feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
wind,2018-02-15,2004-11-13,22.764942987707787,explore,12,283,model,-22783,10.10105846552387,1994-01-19,38.68982466788159,0
fuel,1998-04-18,2014-06-08,47.570079915781,booking,-1,78,model,24072,23.819127064092704,2010-01-22,10.792073030552878,0
consumption,1990-09-26,1982-08-16,42.43391873862916,trip,23,408,design,-29530,49.312421889044856,1996-11-12,54.47124010277061,1
resource,2000-06-21,1987-11-22,8.354719544302975,trip,12,476,design,43238,12.126122333689677,1986-01-27,20.438227087931484,0
wind,1984-06-20,1987-10-18,34.815731596564916,booking,-1,365,collection,-45373,37.617990839222124,1982-05-14,41.64825524998165,0
fuel,1999-06-15,2011-12-19,46.130120806235304,destination,28,335,industry,-11052,19.94678601775139,2010-09-25,61.60502254696338,1
wind,1985-10-25,1981-02-07,22.103491816534234,travel,23,64,brand,39042,30.90522024490717,2008-05-14,46.66892425395519,1
industry,1995-05-18,1991-03-28,10.830480458213213,destination,12,346,accessory,-10051,18.773001948869506,2011-07-08,43.8893453101959,1
resource,2021-10-11,1991-11-17,36.682026768263476,travel,7,139,industry,28948,26.562358367115003,2002-04-15,22.728829258307748,0
renewable,1989-12-02,1997-02-13,34.426369786783106,agency,13,32,apparel,-10320,25.500759043378903,1994-09-15,54.946534580377346,1
facility,1992-07-11,1987-10-02,43.240661530715,traveler,-2,281,week,-4529,22.581209779658664,1995-12-16,21.485771075607303,0
fuel,1992-08-01,2010-11-04,25.88175630165767,tourist,12,275,clothing,-36103,3.6160052148967203,2002-07-12,63.511704314961484,1
efficiency,2002-03-09,1986-02-22,7.848513342061463,agency,-10,437,industry,-45188,21.619277375962486,2013-11-08,47.513838785397695,0
nuclear,2001-02-17,1980-01-19,5.926802651069103,ticket,-2,467,design,23224,9.427378867005098,1983-06-14,9.632487853468797,0
production,1996-05-04,2008-10-05,30.186425111073778,package,5,433,show,-22833,39.55532360467496,2003-03-17,43.84126214308167,0
nuclear,2012-10-22,2009-01-02,4.0609536817349134,tourist,2,482,industry,31421,46.6019484385691,1992-08-04,32.68162813231723,0
coal,1989-05-20,1994-05-02,19.887354956552464,tourism,5,216,style,-40851,42.77679040920421,1984-07-20,52.65467002026156,1
production,2018-05-07,1988-11-05,31.20292136131033,journey,-8,1,week,2811,13.514656074046258,1983-02-15,23.586724905838157,0
energy,1984-06-22,1989-06-02,47.31029771423599,journey,6,483,industry,-41175,26.707774622802482,2010-12-25,6.921272213809078,0
nuclear,1988-11-18,2001-04-28,11.263973496246953,tourism,17,-32,trend,-1940,23.70672927303568,2009-02-06,67.28219185527148,1
solar,1994-08-27,1991-08-03,38.23361337945155,destination,-2,36,collection,-9824,33.159252102199424,1994-01-17,47.42165760648675,0
fuel,1992-02-17,2001-06-03,16.16340476213672,travel,2,338,show,35848,35.20243863941546,2009-03-14,43.15903658045556,0
electricity,1989-09-27,1981-08-16,8.464959242012501,holiday,-3,225,show,6144,48.41661784932783,2003-02-07,42.745270086344846,0
gas,2004-04-02,1980-08-13,20.36115591484033,experience,0,172,collection,-7617,37.36249263822735,1996-04-25,69.52111762144563,1
grid,2018-10-05,2003-01-09,10.184685643444414,package,2,-2,garment,-14030,49.745286990371,2008-03-28,57.47035389677061,1
industry,2015-11-06,1996-06-12,21.219496965026885,guide,2,92,collection,19823,6.7884465093921715,2017-01-03,53.41041794905637,1
production,2006-10-21,2009-01-25,19.949864545795453,journey,-6,-99,model,30218,28.72426029620255,2003-07-25,35.20300925621644,0
production,2001-12-22,1984-09-12,10.287319952977834,booking,0,143,trend,-1826,40.73011962323067,2009-05-19,67.94819942476518,1
energy,1995-01-10,1980-08-24,2.91784506899915,agency,3,475,industry,-35502,41.365715066447635,1999-03-17,6.847736495857979,0
electricity,1994-09-21,2021-12-22,35.3719189766849,package,8,10,design,-9388,12.025207823672314,2010-03-20,61.37157135593303,1
generation,1998-02-21,1983-01-15,48.493691798221604,traveler,-1,21,industry,-26738,10.25575117576284,2021-04-17,17.49088292501761,0
electricity,2010-04-15,1998-01-17,27.781599926759633,vacation,18,370,runway,-30487,13.27082613615205,1998-06-25,57.07763563886823,1
resource,2003-02-24,2021-02-06,6.666522353068509,experience,-8,400,model,12779,14.904834183696591,2004-10-05,31.11703814168893,0
industry,1997-05-03,2021-01-16,17.58790847895854,experience,-1,444,model,29800,7.515631286299116,2018-10-12,33.323239343459804,0
generation,2006-10-14,1987-05-26,27.45866823497328,experience,7,238,accessory,-22255,48.29732488826408,1993-02-15,45.85384892261473,1
coal,1992-01-07,1992-01-19,35.742628261420386,experience,0,471,show,-30904,21.257096601455917,2015-04-09,40.42811922146509,0
generation,2008-07-19,1991-04-06,44.49061471116191,agency,12,395,week,-35985,11.898151364046985,2006-01-21,2.259343369830444,0
solar,1997-11-21,2006-10-15,44.001869090597715,vacation,0,81,runway,-45064,32.01583414165036,1998-01-10,39.14542345253375,0
coal,1995-05-15,2009-02-08,29.161042711046615,adventure,2,408,model,-8021,4.471081561618566,1989-09-15,35.88853207478489,0
solar,1980-11-17,1988-09-25,6.124918159123667,travel,0,-36,show,-7539,1.9416267124064905,1997-11-03,48.291500495751414,0
fuel,2012-10-06,2003-03-17,45.42128908400027,guide,27,315,design,38383,44.35808010831478,2016-01-23,54.02894362653119,1
industry,2013-11-09,1999-05-23,35.85890645188381,tourism,-2,6,design,-9967,45.983034843418345,1994-07-07,5.621305669503396,0
nuclear,1990-09-07,1989-01-12,29.250742216143692,travel,2,43,garment,-40459,43.347278182261704,1980-11-15,45.78408668438471,1
nuclear,2002-01-24,1981-07-27,13.59398340426697,destination,28,38,design,-41174,7.002084035746716,1994-06-28,51.729623291046494,1
electricity,2008-10-28,2014-05-25,42.45490053187606,adventure,0,263,runway,13187,23.76611039826612,1995-06-02,6.429268350372362,0
efficiency,1999-02-13,2000-01-12,29.37161349871704,holiday,0,179,apparel,-44044,26.93559177484929,1985-04-16,53.975288957468706,1
renewable,2004-10-20,2010-11-10,18.065851352948034,traveler,22,140,runway,-10771,26.91799394383228,2003-10-01,60.04534496994606,1
resource,2002-09-17,2022-07-26,16.94074211037517,journey,2,147,show,-19974,48.41507582142112,2003-03-17,66.00144957544853,1
energy,1980-07-21,1996-11-14,7.656158391396267,holiday,2,408,couture,10759,45.285217839876154,1981-10-13,66.97751588157605,1
generation,1990-05-01,2016-04-21,24.98547866793646,industry,11,468,trend,-12694,17.795631612583826,1990-03-12,68.48677089474779,1
fuel,1981-09-21,1984-05-05,24.796214115980487,guide,8,193,collection,-8323,27.558723319316098,2019-06-22,28.908946910004637,0
oil,1986-04-12,1983-07-15,16.667655203106364,tourism,24,338,couture,-6132,9.945321684417273,2009-12-03,51.95420973595988,1
grid,2019-10-09,2005-02-08,37.379789889532475,industry,12,147,runway,16134,5.48893790932864,1997-02-01,62.600078708635245,1
power,1998-02-16,2017-04-08,40.369409969327386,package,11,304,brand,-22577,4.004880957890023,1995-11-20,61.472292217004785,1
gas,1982-03-09,1981-02-21,19.48206184066697,booking,-1,298,week,39003,39.680701345529755,2010-03-05,30.012198127777914,0
solar,2000-07-12,2002-01-12,44.60309367966163,tourism,0,403,show,40482,46.77900709290725,1987-03-26,10.012386384115608,0
gas,2004-06-23,2000-04-01,21.468428294208238,trip,11,180,model,-27141,48.08520552376366,1986-07-08,45.9644889803996,0
grid,2017-01-20,2015-05-26,14.853997167644298,guide,19,380,industry,-44565,17.914084240527657,1990-02-02,44.57222824634425,1
wind,2009-02-26,2017-10-08,1.8970302412426083,accommodation,6,450,runway,-15818,10.052732300947659,2017-04-17,49.22797590920726,0
coal,1992-02-20,1983-12-09,13.500728870966586,ticket,0,148,apparel,-16926,32.68112486550254,1995-01-19,67.81708947886526,1
consumption,1982-06-03,2008-01-06,5.387987204800133,experience,-10,250,week,29689,39.80975501671796,2012-02-02,47.34700323104895,0
grid,2000-02-17,2022-05-05,31.579874022294756,booking,23,169,clothing,7168,10.376947084646037,2000-08-15,49.85150190596353,1
fuel,2016-07-02,2019-06-22,43.863179930178106,tourist,4,64,industry,-22344,10.075870466258532,2018-09-20,25.140579403372715,0
wind,2008-07-09,2020-01-18,30.452573900243852,traveler,-7,421,model,-21791,43.06467489742192,2012-11-14,41.01375728268979,0
coal,2017-10-18,2009-01-04,10.268831075708567,accommodation,4,101,design,-7688,22.327518096259368,2018-04-21,6.918676386053935,0
nuclear,2012-01-05,1996-05-25,18.617510653232447,industry,-2,-8,design,-31221,3.391315492126333,1984-04-09,21.297913215015463,0
efficiency,1990-03-22,1999-02-21,29.109105773957527,explore,-10,158,show,-7631,9.490868417728596,1990-07-07,18.3134967469439,0
efficiency,2018-03-03,2019-01-06,3.063827054601287,industry,-3,381,runway,-23514,7.373432365751341,1999-07-08,13.299999276550295,0
grid,2004-01-07,1996-01-07,43.16443135511432,experience,4,222,show,10472,32.77930096928192,1985-04-23,7.508381652689508,0
industry,1989-04-06,1996-08-25,4.25006496789501,journey,-2,-7,industry,6229,45.68648212446886,2017-03-20,45.62282791081106,0
renewable,2009-07-13,2014-06-06,49.285823861003166,experience,-1,382,collection,39570,5.134859020571679,2014-12-08,4.706746655517031,0
nuclear,2015-06-27,1995-07-11,22.706574468204614,holiday,23,9,design,-47817,23.981551477629303,1984-06-15,48.10565150440294,1
nuclear,2010-01-23,2002-01-25,41.58846682709176,ticket,2,61,couture,-21607,5.564329456456024,2005-11-21,40.86448107973767,1
nuclear,2000-12-23,2022-04-10,42.89307511165479,traveler,-5,378,industry,45321,35.89487842519876,2011-08-08,29.37467471524734,0
energy,2007-12-28,2021-04-23,28.98355946989151,package,24,93,clothing,18551,12.335875025995913,2009-01-24,54.78427813770769,1
facility,2015-07-14,2003-05-24,13.802919903989046,industry,11,439,industry,19931,14.157533790779445,1999-09-18,54.337792863475656,1
fuel,1981-12-21,2016-06-03,17.20782879160397,ticket,-3,390,collection,-49625,38.58071621919405,2019-10-21,15.836012018031072,0
fuel,1985-05-13,2020-04-15,10.254988139177629,journey,8,465,accessory,-38461,11.27014335648764,2011-11-18,58.377003829972,1
efficiency,2005-10-20,1990-02-16,37.08430971082625,journey,-6,364,show,38039,8.569665004825332,1981-01-20,31.17641436587711,0
nuclear,1992-03-16,2003-11-05,46.56964313477603,travel,20,119,industry,10015,29.994005212431645,2004-11-08,64.40366491484941,1
production,2008-06-16,2002-09-13,9.148732732339854,industry,-5,262,model,49384,27.920945257310407,2001-08-08,7.456272877001234,0
power,1982-04-22,2012-09-21,9.529651299478674,experience,-9,-42,model,-30551,9.13888867858991,1991-04-23,30.39870364665667,0
oil,2004-12-10,1993-01-19,13.114070956223124,package,18,303,apparel,24614,47.68216719722882,2012-11-10,55.12326408280384,1
generation,1992-10-08,2009-06-28,21.184533873811425,explore,6,12,show,6050,37.399064810201295,2002-01-05,6.603071564288876,0
generation,1981-09-19,1983-12-05,11.847767807919963,tourism,20,110,design,37299,44.04528370539136,2018-06-27,67.80556001688828,1
renewable,2019-01-07,1988-06-12,23.71921444713256,accommodation,10,341,design,-48538,32.87069522517394,1990-12-08,43.23217058733577,0
production,2006-09-23,1981-02-14,9.915759171500799,ticket,23,346,designer,24046,24.97344133591448,2020-06-10,67.90445422093279,1
facility,1984-04-10,2017-07-19,9.606269468279528,adventure,7,479,apparel,-48562,18.37796749370645,1981-12-18,65.06349609019342,1
solar,1989-07-03,1981-07-17,7.712016089440216,travel,1,237,industry,-40951,37.60561065005628,1993-01-16,24.4801164496739,0
gas,1989-01-18,2003-05-09,39.741854333090416,package,10,443,show,-45730,1.417803368202241,2016-06-11,29.4104321532925,0
energy,2009-08-25,1992-04-03,29.67500166028435,travel,4,32,week,-21626,18.196392286404716,2001-11-01,15.698649331661239,0
coal,1982-08-21,1982-10-08,22.769432908614558,tourist,12,466,trend,-15995,42.72277900665627,1997-10-28,53.36485643256647,1
renewable,2007-11-27,1990-06-03,5.262178390563575,experience,-4,350,week,9048,14.842220474306568,2003-06-03,23.954350645832342,0
resource,1986-07-18,2020-03-21,13.169958265954833,destination,12,345,design,2011,23.460187482437806,1987-12-18,46.96626870791947,0
electricity,2010-03-04,1982-02-19,21.72772178028188,package,26,451,style,-26457,5.706242575652257,1994-02-19,44.12011266327775,1
nuclear,1993-04-10,2020-06-27,15.031594745973242,experience,6,81,industry,39118,12.639607444271576,2022-05-21,14.03075656503613,0
consumption,1988-01-14,2013-05-15,39.10957678885809,booking,22,-34,fashion,40671,46.4361472934675,1987-01-10,66.73889769006054,1
energy,1980-05-27,2019-09-18,1.0320631442493553,experience,29,81,garment,3667,34.689813970265384,2002-06-19,53.24588178447778,1
solar,2020-11-02,1983-04-01,41.60757757544917,destination,8,398,week,-34260,34.90114501745542,2004-06-16,14.313776950379207,0
consumption,2006-02-02,2005-04-28,37.03582407158723,explore,10,-38,industry,47051,48.252068391182625,2017-11-04,44.45363969892472,1
generation,1983-01-15,2020-01-11,12.506781688637457,experience,6,41,runway,24209,8.908951860560624,1981-03-19,35.67708307389352,0
resource,1992-09-12,2023-02-24,26.305072264889628,trip,8,310,show,26025,31.365858656170346,2016-09-07,6.285698450427599,0
solar,1984-06-11,1997-04-06,22.721391667991593,accommodation,-9,476,show,-39918,3.0947244401371745,1992-06-20,10.72137478176208,0
nuclear,2017-09-26,1995-09-06,8.859990186124186,guide,28,234,collection,-10296,41.7933885172825,1985-07-10,42.00685785338581,1
coal,2012-10-11,1982-04-16,32.890075160342334,adventure,-7,238,show,-41766,11.259412779308384,1985-09-21,23.245125984582682,0
grid,1994-05-20,1990-03-05,1.9736824729161246,adventure,1,467,industry,2497,14.034025177558195,1996-11-14,41.61072267611038,1
power,2018-01-02,2023-10-18,21.151685311084265,trip,16,-43,fashion,-7472,40.2288076419676,1985-09-14,68.98214844381211,1
electricity,1995-12-15,2003-05-04,42.457453146548495,travel,8,204,show,22358,42.40476309744535,1995-08-01,8.643813626561508,0
fuel,2001-05-10,1990-01-28,31.116379925026514,ticket,-9,381,industry,18143,41.892219141346516,1994-07-25,42.13973362625664,0
energy,2000-05-08,2003-08-08,41.12381983894208,trip,-7,397,design,-48297,12.288132005296468,1990-08-04,49.70416907029078,0
oil,1989-03-22,1985-10-04,17.394238218702387,guide,0,73,industry,16373,15.6760109251115,2022-04-20,9.52279701988349,0
fuel,1981-09-14,1985-11-16,9.451314983214019,tourism,4,415,accessory,-45371,47.840763088267266,2012-04-20,41.447647448506615,1
electricity,1995-08-12,1998-04-26,43.29454467556511,journey,-7,14,model,-9523,47.95282101589731,2016-03-23,23.54229427062813,0
gas,2016-09-09,1992-07-04,33.49627965582544,package,12,187,show,49889,2.729620695246078,2009-02-07,43.44683177458268,0
fuel,1988-09-15,1995-04-17,21.880684699344688,trip,26,399,clothing,43127,12.913928557500409,1982-09-16,49.37920949260208,1
generation,2022-01-19,1992-01-12,23.69456056162896,holiday,12,449,show,25940,20.13279769904061,2012-07-26,9.588702036087737,0
electricity,1983-05-20,2006-03-03,1.90346204057153,tourist,10,125,runway,40943,35.44389864935087,2018-08-25,14.952152677939205,0
efficiency,2018-07-28,1994-03-25,46.27601742348389,travel,10,153,fashion,-35141,1.790853252834924,1992-04-24,57.73984895401671,1
oil,2009-03-23,2006-10-28,37.97181543081402,vacation,16,-31,garment,17040,21.174126007076232,2006-12-21,49.70069831587384,1
renewable,2008-02-20,1996-07-06,25.212097584369303,tourism,-4,210,model,10813,40.204779737408984,2012-10-02,30.587100647524046,0
renewable,2014-12-23,1996-07-26,19.60368564931041,destination,-10,363,design,28691,9.89230686396481,1989-08-08,20.12251454667335,0
generation,1992-12-21,2015-09-25,18.70284744103245,vacation,3,163,collection,37865,42.48308811960201,1996-02-22,22.463277873476397,0
resource,2017-07-13,2011-04-19,41.63389781605427,booking,9,159,show,-5424,17.933299751696982,2019-09-19,56.95044988325578,1
grid,1995-07-06,1997-08-26,22.945817582322075,ticket,24,412,designer,-37689,11.311795361532539,1982-09-20,43.27114196747987,1
coal,1997-12-26,2020-12-12,24.519291649131112,accommodation,9,74,trend,-19450,14.095924451537812,1990-02-03,58.09521531672293,1
consumption,1999-10-12,1985-01-13,36.11153083825079,agency,0,265,show,-48078,47.616840781830064,2001-12-07,15.650868656877712,0
electricity,1996-04-15,1983-07-24,36.10902772867817,industry,-8,467,week,-17400,45.52004020017916,2002-09-27,14.257026811966256,0
coal,1984-09-05,1997-07-05,27.686145790522616,industry,10,317,model,39744,45.50129453923604,2001-12-27,9.254358091276544,0
consumption,2016-05-03,1983-07-08,49.99773403566637,agency,12,86,show,36971,14.53655637641655,2010-01-07,45.125689549397265,0
facility,1987-02-18,2022-10-12,26.35444848393872,explore,12,423,runway,-10737,33.3383505340692,1990-01-06,61.18635132053105,1
efficiency,2022-03-25,2010-07-05,2.084182674006421,booking,18,357,trend,6926,27.02321878086051,2001-10-05,56.1925359127587,1
energy,1981-06-27,2007-06-23,16.210701901136446,booking,7,497,design,-4690,19.074778527736687,2006-05-26,60.165196753578314,1
facility,1990-01-11,1997-04-18,8.54149736670609,journey,12,131,show,8368,15.158385423737391,2022-01-11,41.53511444454156,0
resource,1992-05-06,1989-02-05,20.702941852756744,guide,-10,95,runway,-39564,32.74733162717407,2016-10-11,17.435552704561672,0
oil,2019-05-24,1999-11-13,7.856186788371573,agency,-9,-57,model,25700,41.8568348505127,1994-01-17,12.599690025537745,0
industry,1985-07-15,2023-02-03,28.551166665641077,industry,3,165,runway,-38403,20.261895687085246,2003-03-14,18.329228836068832,0
generation,2017-01-09,1990-01-24,20.60666446625486,explore,22,484,show,44176,38.423406842134426,1980-04-04,51.88648896556995,1
industry,2018-03-13,2012-04-28,5.887913304203672,journey,1,-34,collection,45653,38.07086828709795,1987-06-26,40.291331090081954,0
oil,2016-08-17,2013-04-03,15.90865617337122,guide,19,361,accessory,33778,13.682962179217817,2009-06-18,67.08349280991142,1
generation,2005-06-07,2003-12-23,9.176885508641277,explore,10,258,show,26564,4.125790016290716,2005-08-15,55.29583629260287,1
industry,1991-02-09,1985-04-10,43.10802640029834,destination,17,168,brand,46625,21.613163526265033,2019-07-16,49.71113408010629,1
fuel,2016-10-01,2023-12-08,32.24309732213865,package,11,-3,designer,-34203,44.161680797112865,1986-06-13,50.689373822507044,1
coal,1982-06-17,2018-06-17,38.92979558112899,journey,8,444,runway,-6195,45.079681248400775,2020-09-18,20.29400912205998,0
renewable,1992-10-20,1980-01-22,12.741564529652813,guide,14,-78,show,45137,18.953217239266134,1982-09-18,51.89491819963836,1
facility,1982-04-13,1993-01-09,33.53407848688633,tourist,26,356,design,47020,18.69140677390756,1999-01-18,69.50458997250077,1
oil,1982-06-08,2012-01-26,43.30343663703993,holiday,21,148,show,18075,21.063747825712955,1982-12-09,57.86929225628651,1
fuel,2003-08-12,2004-05-02,38.76398782468098,explore,-2,-65,collection,-8072,44.507348496121914,2009-01-16,7.861256364576253,0
power,1990-08-16,2016-04-16,31.15713889396648,industry,-5,335,week,47971,24.215778866220592,2021-08-20,21.07985397824105,0
wind,1984-11-23,1996-04-27,12.143214968446573,agency,7,478,show,-8614,27.275564578462795,1983-04-16,46.46507616057079,1
fuel,1998-06-19,1988-02-26,22.498422458771905,experience,8,194,garment,-11238,34.001705892314575,2000-04-13,41.00582131488008,1
production,2002-08-12,1985-07-28,38.108494192307106,traveler,-10,492,runway,-2572,37.334737514972126,2016-12-15,7.110266261949928,0
coal,2015-12-10,2021-10-09,9.471666057967052,accommodation,22,433,designer,21170,44.01932347097561,1988-10-04,65.89352071260271,1
coal,2018-02-06,1999-04-10,44.90495926710207,ticket,6,129,collection,48733,7.831682669953397,2007-07-21,54.21072587330701,1
generation,2018-05-09,1993-12-13,1.8182095067883588,journey,5,195,brand,-30787,28.583443943583536,2016-04-09,40.852774224686684,1
consumption,2007-08-25,1993-02-25,7.134845730034398,explore,22,-24,brand,846,7.581811033535066,1987-03-28,61.22345442527028,1
gas,1985-04-13,2018-02-14,40.5951968698686,agency,8,81,trend,3917,15.824486838124313,2005-03-22,49.34021312560961,1
resource,1993-12-13,1985-09-06,6.040890760122791,ticket,18,185,collection,-11324,24.848436395274774,2017-12-18,65.75951543103469,1
solar,2014-10-24,1997-01-10,20.129505652367584,adventure,5,483,model,-45057,30.687342217109403,2013-10-07,16.676519924427076,0
facility,1993-06-28,2009-05-22,15.78006374763142,holiday,17,143,runway,-19367,26.804663238032163,2011-06-16,63.900896090397225,1
energy,2012-01-04,2023-03-08,14.34406502984795,industry,20,250,runway,-1128,36.890581536236354,1992-01-24,42.27169593871105,1
nuclear,1988-07-12,1990-03-04,37.1696345902278,vacation,0,233,model,-14703,34.456791363757006,1984-06-04,47.20403331119866,0
production,2011-10-26,2016-11-01,32.40263667298065,experience,3,387,brand,16240,11.252651785818273,2016-11-08,54.79413864554878,1
resource,1980-01-22,1981-06-13,11.699755307549236,vacation,-1,25,design,87,2.5413016171826346,1994-04-11,27.03171138366149,0
gas,2019-06-08,2015-08-18,11.37550505606406,destination,23,230,industry,-49370,17.595321354171123,1999-10-14,41.67492224468722,1
coal,2012-08-27,1994-08-06,37.28580352059878,experience,-7,494,show,-28505,42.57898662959468,2015-07-10,10.862621503458964,0
wind,2015-12-07,2006-04-17,28.843916773115044,explore,13,79,design,-37881,17.94059546085301,1988-06-23,44.96231545221452,1
production,2011-11-16,2012-10-09,35.510507990312014,explore,1,98,style,9827,14.401904106413287,2012-08-02,67.0177107634918,1
power,1985-10-17,2002-10-27,46.558687383819155,package,-6,134,collection,-6990,29.983515756500108,2005-04-26,29.628995402392274,0
nuclear,1991-01-22,2004-10-12,20.56397798420653,traveler,27,369,brand,10007,16.38615912266019,2001-02-13,64.47871478294913,1
renewable,2018-10-26,2017-10-22,45.26453120929309,adventure,2,344,industry,-49975,1.6278978240334927,2022-02-15,19.005952314077444,0
consumption,2014-02-12,2018-03-03,45.652410358241355,experience,10,114,show,47861,48.725024035090755,2015-10-20,13.405193402174609,0
coal,1983-11-03,2018-04-28,30.61413995252857,industry,3,23,show,42220,4.998014776953813,1983-11-12,12.986080687587817,0
generation,2020-03-26,2022-04-03,15.690825244049867,package,5,456,collection,-2828,36.19324781096169,1995-12-08,47.731649435963426,0
power,2004-07-07,2004-06-25,30.832929898538254,explore,11,392,runway,47891,19.653151631327567,1994-06-07,25.698894917797656,0
consumption,1993-12-13,1983-01-22,13.642121704627744,journey,7,-85,design,-2772,46.71907582665831,2011-08-10,26.732185923689013,0
nuclear,2014-12-16,2011-07-23,21.988841657021677,accommodation,4,1,week,30070,10.662731732459186,1980-05-23,25.934830345614166,0
oil,1986-04-10,2002-11-05,40.29801849673087,trip,2,-16,fashion,-21168,43.779185140958006,1997-07-21,41.983520614984016,1
wind,1989-02-02,1996-02-28,5.06713099631668,journey,15,115,clothing,34757,36.317360610637465,1993-01-21,65.50005568103096,1
coal,1982-11-08,1995-06-16,40.98383510842603,tourist,-7,402,industry,16065,15.652230627105073,1997-10-01,33.72850296437251,0
oil,1993-08-02,2020-10-15,45.0398707625891,holiday,24,469,design,-28913,6.997348099648492,1987-03-10,53.359123790840286,1
industry,2001-05-08,1988-09-17,36.7809243258788,holiday,18,85,garment,-8427,38.318410495687544,2015-08-19,52.960770409447946,1
production,2020-12-10,1990-05-20,2.6721552720311235,destination,0,11,industry,-44838,39.08898270386072,2019-03-06,24.85535988305713,0
fuel,1982-08-14,1988-08-07,6.521307745590874,accommodation,7,36,week,-47968,4.2905973432458815,1983-05-14,10.251528919666525,0
resource,1999-05-28,1991-09-13,41.969452551414996,guide,17,67,accessory,-8515,44.383809944373,2008-08-14,41.66465321399526,1
oil,2019-12-16,1993-08-17,35.80325422056409,journey,22,145,design,-20165,37.215504714989436,2003-10-17,55.09941395670071,1
wind,2009-10-20,1982-09-09,39.26676521549331,guide,12,131,trend,-2494,28.006343232703497,2002-06-18,43.88940844702201,1
oil,2009-10-02,1996-12-26,45.29145046196127,traveler,0,412,designer,-4595,26.592556302946612,1983-09-21,48.80363537091954,1
gas,2018-10-18,1998-01-10,46.046556037252316,experience,16,368,apparel,32405,18.724119231723037,1994-02-26,66.80902027734909,1
generation,2008-03-22,2006-11-26,15.088515566757883,adventure,6,111,design,-45311,1.4986083459924924,1987-07-28,45.52920567663317,0
solar,2018-08-04,2008-01-18,29.100714728798458,experience,11,-58,industry,-30338,48.077052121054535,1994-04-06,46.15782291083834,0
nuclear,2017-04-11,1983-06-21,16.971560668840304,trip,5,202,garment,-42123,17.781794840077502,2017-12-21,67.32124831374635,1
consumption,2017-01-07,1997-06-08,5.859729891480877,trip,-2,273,design,-8404,26.166925146273883,2008-08-14,27.34313164308356,0
generation,1995-12-11,2008-08-27,23.980835380795618,ticket,1,185,fashion,-29873,33.19981263927121,2004-06-05,45.68565107512455,1
oil,2016-12-27,2017-01-22,28.44054184712233,booking,-1,79,design,-33484,47.91166531661924,2004-05-12,18.8410895329728,0
industry,1995-02-14,1997-09-05,38.03205979821945,holiday,28,-66,brand,8591,9.42196739167316,2020-02-19,68.71622879213875,1
power,1990-01-23,1985-03-01,23.58961601097648,tourism,0,439,design,27660,28.155910705359876,2014-05-16,4.863458542310825,0
wind,1992-06-05,2007-11-04,49.21111078100255,explore,-6,97,industry,-5303,48.60774907257253,2021-09-06,1.2128834355524438,0
consumption,1999-06-28,1998-03-17,14.979982404781454,booking,2,89,clothing,-1722,30.394152047806926,1984-12-21,63.07308791836246,1
efficiency,1996-08-08,2019-11-14,38.36022089281565,tourism,8,408,industry,-986,33.1952164422215,1991-07-04,45.61615454741239,1
fuel,2003-03-22,1996-08-02,42.2360547156791,package,1,361,show,-5218,2.1196244452219846,2011-11-01,6.884121717624339,0
wind,2007-03-02,1993-10-16,31.06767033871344,holiday,-7,177,collection,7369,28.76282055202316,1988-07-12,29.395365224251076,0
gas,1998-07-07,2023-10-11,3.860450176010825,ticket,5,108,brand,-32887,19.754512811856753,2016-09-01,65.41671125527265,1
wind,2015-04-22,1993-06-05,3.5605948838555257,industry,28,153,accessory,-14069,25.71318125992208,1997-05-27,55.1980023333057,1
generation,1996-01-17,2004-08-19,35.78381171954683,experience,16,12,brand,-37513,33.75866614835831,2006-02-23,46.902806888984465,1
gas,1993-07-14,2001-07-21,4.671756074559045,explore,14,187,apparel,37561,45.061548327847014,2000-01-14,57.6275187675539,1
oil,2015-05-12,1992-12-10,19.721830258203443,tourism,16,-77,accessory,-1971,13.91323994095902,2005-11-28,61.04037549057169,1
efficiency,2012-04-13,2016-04-22,35.43937680585211,experience,4,135,show,-18931,22.45536673181524,1985-07-01,14.449210876111614,0
resource,1985-07-19,1988-11-04,28.423549423422926,traveler,21,262,brand,-15405,31.94818345732283,2011-10-19,57.42784727890724,1
generation,2013-03-05,2021-09-04,25.3726925947935,vacation,3,462,design,-38846,42.75346728069467,1993-05-14,10.8297876378983,0
generation,2017-07-18,1993-07-01,14.212919534271334,journey,20,179,runway,-24286,15.18493408529097,1980-05-21,57.28376427207587,1
electricity,2018-03-19,1988-01-10,17.138104998141454,explore,-6,341,runway,-25952,34.1117843568105,1997-07-23,5.97378023580442,0
coal,2002-03-14,2011-11-26,42.530230597359456,holiday,-5,486,industry,21080,28.404095332519805,1997-11-19,25.481859760602394,0
facility,1984-10-19,2016-07-03,28.379983888786604,ticket,2,223,collection,-3259,10.137009202933552,2005-04-11,29.81304043447033,0
electricity,2006-12-28,1999-10-26,20.073373345032472,destination,24,363,fashion,12468,3.243681372331353,2018-01-05,56.3363090640475,1
wind,2014-02-05,1980-01-26,45.14880397822343,journey,0,-49,show,-35077,8.51984837439683,2004-05-03,32.01940405512876,0
generation,2016-08-10,1980-01-25,5.822269582793364,guide,12,314,industry,-1135,46.62986994851662,1987-05-09,42.897105794444336,0
